Crash Type,Report Made?,Date / Time,Case Number,District,Crash Location,Lanes Of Traffic,Signal Present?,Speed Limit Of Road (MPH),Road Type,Synopsis,Ticket/Arrest?,Citation To,Pedestrian Age,Pedestrian Gender,Pedestrian City Of Residence,Pedestrian Zip Code,Biker Age,Biker Gender,Biker City of Residence,Biker Zip Code,Driver Age,Driver Gender,Driver City Of Residence,Driver Zip Code,Injury to Pedestrian?,Level of Injury to Pedestrian,Pedestrian to Hospital?,Injury to Biker?,Level of Injury to Biker,Biker to Hospital?,Crash Lat/Long Location,Count,District Council - Map,Council Ward
Bike,Yes,03/12/2016 08:23:00 AM,16-047754,Eastern District,Mounds Blvd & Clermont,,,,,,No,None,,,,,53,Male,St. Paul,55101,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,Yes,"(44.94678255, -93.05983703)",1,15,2
Bike,Yes,08/01/2017 01:47:00 PM,17-178910,Eastern District,Magnolia Ave E & Barclay St,2,Stop Sign,30,City,Driver SB Barclay.  Biker EB Magnolia in N x-walk.  Driver struck biker at low speed.,No,None,,,,,62,Male,St. Paul,55106,34,Female,St. Paul,55106,,,,No,None,No,"(44.97404008, -93.03848414)",1,14,1
Pedestrian,Yes,01/09/2019 05:29:00 PM,19-006365,Western District,Dale St N & Summit Ave,2,Yes,30,County - State Aid Highway,"Unit 2 (pedestrian) was crossing Dale St going WB on the North side of Summit Ave. Victim was using a marked crosswalk and said she had illuminated ""walk"" sign. Unit 1 was travelling westbound on Summit and turning to go North bound on Dale St. Unit 1 driver said she did not see Unit 2 (Pedestrian)and struck her.The pedestrian was transported to Regions Hospital for her injury.See Original Report for further information about this incident.Unit 1 was not towed at the scene.SGT. JERUE arrived on scene.",No,None,67,Female,St. Paul,55104,,,,,58,Female,Roseville,55113,Yes,Suspected Serious Injury,Yes,,,,"(44.94148934, -93.12619257)",1,9,7
Pedestrian,Yes,01/13/2016 09:35:00 AM,16-008084,Eastern District,Ivy Ave E & Hazelwood St,,,,City Street,,No,,56,Female,St. Paul,55106,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,Yes,,,,"(44.98108248, -93.03496336)",1,14,1
Pedestrian,Yes,03/27/2019 04:45:00 PM,19-062313,Central District,7th St & Minnesota,5,Yes,30,State - Trunk Highway,"driver EB 7th St E approaching Minnesota St N. Ped crossing SB 7th St E on foot in the crosswalk on the West side of the street. Driver had a green light and crashed into ped who was in the crosswalk on a DON'T WALK signal. Ped cited #620904460073, for Pedestrian-Failure to Obey Traffic Signal.",Yes,Pedestrian,34,Male,St. Paul,55107,,,,,36,Female,Apple Valley,55124,yes,Suspected Minor Injury,Yes,,,,"(44.94916601, -93.09426482)",1,12,5
Bike,Yes,08/21/2017 08:34:00 AM,17-196327,Central District,7th St W & Chestnut St,2,Yes,30,State - Trunk Highway,"Driver NB Chestnut, making right onto EB 7th Street.  Biker WB 7th in south x-walk.  Driver looking left and did not see biker.",Yes,Driver,,,,,24,Female,St. Paul,55102,34,Female,Richfield,55423,,,,Yes,Possible Injury,Yes,"(44.94340424, -93.10392812)",1,11,5
Pedestrian,Yes,01/19/2017 07:47:00 PM,17-013492,Western District,Selby Ave & Fisk Street,2,No,30,County - State Aid Highway,Vehicle was driving EB on Selby near Fisk/Victoria.  12 y/o Pedestrian darted across the street and was struck by vehicle.  No citations issued due to age of pedestrian.,No,None,12,Male,Minneapolis,55454,,,,,74,Male,Minneapolis,55413,Yes,Suspected Minor Injury,Yes,,,,"(44.94662454, -93.13584963)",1,9,7
Pedestrian,Yes,03/04/2016 12:00:00 AM,16-042264,Western District,Sheridan Ave & Wheeler St S,,,,,,No,None,32,Female,Fridley,55432,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.90168546, -93.17459277)",1,6,6
Pedestrian,Yes,03/08/2019 03:20:00 PM,19-047799,Western District,Snelling Ave N & Thomas,4,Yes,30,State - Trunk Highway,Driver was making a right turn from Thomas Ave onto Snelling Ave at a low rate of speed. Ped was walking EB on the sidewalk of Thomas Ave driver hit ped.  Ped was transported to childrens hospital and had minor injuries to her knee.,Yes,Driver,12,Female,St. Paul,55104,,,,,31,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.9591573, -93.16723843)",1,4,4
Pedestrian,Yes,08/18/2017 07:55:00 PM,17-194337,Western District,Western Ave N & Virginia,Private,No,10,Parking Lot,Pedestrian was in parking lot when struck by hit and run vehicle.,No,None,51,Male,St. Paul,55104,,,,,41,Female,St. Paul,55103,No,None,No,,,,"(44.953076, -93.115097)",1,9,7
Pedestrian,Yes,04/28/2017 04:09:00 PM,17-093679,Central District,Rice St & Maryland Ave W,5,Yes,30,County - State Aid Highway,School bus was WB Maryland making a left turn onto SB Rice Street.  Pedestrian was crossing WB in the S x-walk and was struck.  Witnesses confirmed the pedestrian was walking with right of way.  Pedestrian transported to hospital by medics.  Driver of bus was cited for failure to yield to a pedestrian in the crosswalk.  (SRTS),Driver,Driver,48,Female,St. Paul,55117,,,,,51,Male,St. Paul,55101,Yes,Suspected Minor Injury,Yes,,,,"(44.97744549, -93.10592247)",1,3,3
Pedestrian,Yes,01/15/2019 07:25:00 AM,19-010516,Eastern District,3rd St E & Germain,2,Stop Sign,30,Municiapl State Aid,"VEH 1 WAS TRAVELING SOUTH ON GERMAIN AND HAD STOPPED FOR THE STOP SIGN AT 3RD STREET.  VEH BEGAN A RIGHT HAND TURN ONTO WESTBOUND 3RD STREET AND AT SOME POINT DURIGN THE TURN, STRUCK PED 1 WHO WAS CROSSING SOUTH ON 3RD STREET AT OR NEAR GERMAIN.  IT IS UNKNONW IF PED 1 WAS AT THE INTERSECTION AS VEH DID NOT SEE PED 1 AND PED 1 WAS UNCOOPERATIVE WITH POLICE.NO ONE WAS CITED FOR THIS COLLISION.",No,None,16,Male,St. Paul,55106,,,,,65,Male,St. Paul,55130,Yes,Suspected Minor Injury,Yes,,,,"(44.95673692, -93.03305172)",1,16,2
Pedestrian,Yes,01/23/2019 03:29:00 PM,19-016562,Western District,7 St W & Madison St,2,No,40,State - Trunk Highway,"Unit 1 (vehicle) was traveling westbound on 7th St W and making a left turn to go southbound on Madison St. Unit 2 (pedestrian) was walking eastbound through the crosswalk over Madison at 7th. Driver said he did not see pedestrian in time and could not stop. Driver was cited for failure to yield to a pedestrian in the crosswalk and pedestrian was transported to United. Possible fracture to right foot, scrapes on lower left leg. A witness said that the vehicle turned onto Madison St and hit the pedestrian. The witness said that the pedestrian fell down, then got up and stumbled to the east sidewalk where she fell down.",Yes,Driver,16,Female,St. Paul,55105,,,,,41,Male,St. Paul,55116,Yes,Suspected Minor Injury,Yes,,,,"(44.90458885, -93.16437201)",1,6,6
Pedestrian,Yes,07/13/2017 09:55:00 PM,17-162511,Central District,Lexington Pkwy & I35E,4,Yes,30,County - State Aid,"Driver was WB Randolph, making left turn onto SB I35E.  Pedestrian was crossing in crosswalk.  Driver struck pedestrian.",No,None,32,Male,St. Paul,55102,,,,,57,Male,Lake Elmo,55042,Yes,Possible Injury,Yes,,,,"(44.92678009, -93.14543026)",1,6,6
Pedestrian,No,12/31/2016 12:51:00 PM,16-267055,Central District,Cesar Chavez St & State Street,3,Yes,30,Municipal Aid Street,No report made.  Only comments were that a ped was struck.  Officers noted no injuries and that the pedestrian was demanding $50.00 for being struck.,No,None,,Unknown,Unknown,Unknown,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.92975035, -93.07788957)",1,7,5
Bike,Yes,07/26/2017 01:32:00 PM,17-173624,Western District,Jefferson Ave & Mt Curve,2,Stop Sign,30,City,"Driver was SB Mt. Curve, failed to stop at stop sign.  Biker was EB Jefferson (no stop sign).  Driver had been going over 60 mph.  Driver booked for Criminal Vehicular Operation.",Yes,Driver,,,,,38,Male,St. Paul,55105,57,Male,St. Paul,55117,,,,Yes,Suspected Serious Injury,Yes,"(44.93067606, -93.19364407)",1,5,6
Pedestrian,Yes,02/17/2016 06:22:00 PM,16-031102,Western District,Dale St N & St. Anthony,,,,,,Yes,Driver,45,Male,St. Paul,55101,,,,,41,Male,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.9521027, -93.1263367)",1,9,7
Pedestrian,Yes,03/27/2017 02:49:00 PM,17-065939,Western District,Hamline Ave N & Marshall,4,Yes,30,Municipal State Aid,"Vehicle was EB Marshall, made left turn onto NB Hamline.  Pedestrian was EB in N crosswalk.  Witnesses state that driver was at fault, but also that pedestrian was distracted by cell phone.  Driver continued to drive after striking pedestrian, going up onto sidewalk, over curb/burm and into bushes.  No citation issued at scene, waiting for investigator follow-up",No,None,21,Female,Eden Prairie,55347,,,,,28,Female,St. Paul,55116,Yes,Suspected Minor Injury,No,,,,"(44.94847918, -93.15695893)",1,17,7
Pedestrian,Yes,02/03/2017 02:35:00 PM,17-024402,Eastern District,Lower Afton Rd & McKnight St,4,Yes,30,County - State Aid Highway,"Vehicle was e/b on Lower Afton Rd at McKnight. Pedestrian walking in cross walk from s/w corner of intersection to n/w corner. Vehicle hit pedestrian in the cross walk 1-3 feet from intersection Driver of Vehicle admitted to officers of not seeing the traffic control device in front of her. A witness at the scene said the driver did not look south towards the cross walk before turning and hitting pedestrian. Pedestrian said she had walk sign and driver ran into her. Pedestrian complained of leg pain and transported to United Hospital (MEDIC 4, Run# 431)",Yes,Driver,20,Female,St. Paul,55119,,,,,42,Female,Anoka,55303,Yes,Possible Injury,Yes,,,,"(44.93302436, -93.00505802)",1,16,2
Pedestrian,Yes,01/24/2019 02:50:00 PM,19-017237,Western District,Dunlap St & Larpenteur,4,Yes,30,County - State Aid Highway,Unit 1 was traveling westbound on  Larpenteur Ave W and was going to make a left turn south on to Dunlap Ave. the driver stated he did not see the pedestrian in the crosswalk until it was too late. The driver stated his vehicle collided with the pedestrian on the driver&#39;s side front fender. The pedestrian stated he was walking across Dunlap Ave. He stated that when he was about half way through the crosswalk unit one hit him. The pedestrian was transported to St. John&#39;s hospital and treated for a broken left leg. The driver of unit one was cited for failure to yield to a pedestrian.,Yes,Driver,72,Male,St. Paul,55108,,,,,74,Male,Mahtomedi,55115,Yes,Suspected Serious Injury,Yes,,,,"(44.99166292, -93.14887849)",1,2,3
Pedestrian,Yes,03/30/2017 11:13:00 PM,17-069070,Western District,Grand Ave & Hamline Ave N,3,Yes,30,Municipal State Aid,Pedestrians had left green mill and were crossing Hamline Ave when a vehicle travelling NB on Hamline at a high rate of speed struck one of them.  Vehicle fled the scene and did not stop.  Police were unable to locate the vehicle at the time.  Investigation is on-going.  Suspected serious injuries to the pedestrian.,No,None,66,Female,Oakdale,55128,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Serious Injury,Yes,,,,"(44.93964413, -93.15696221)",1,5,6
Pedestrian,Yes,11/16/2016 12:28:00 PM,16-235922,Western District,Victoria St N & Blair Ave,2,No,30,City Street,"Pedestrian told police he was walking near this location when he was struck by a vehicle, Unknown make, model or color.  No further information.",No,None,57,Male,St. Paul,55104,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Serious Injury,Yes,,,,"(44.96109313, -93.13647421)",1,10,7
Bike,Yes,08/17/2016 07:35:00 AM,16-164900,Eastern District,Maryland Ave E & Kennard St,4,No,30,County - State Aid Highway,,No,None,,,,,49,Male,St. Paul,55119,33,Female,St. Paul,55106,,,,Yes,Suspected Minor Injury,Yes,"(44.9774835, -93.03012069)",1,14,1
Pedestrian,Yes,10/05/2016 03:34:00 PM,16-204238,Central District,7 St E & Olive,5,No,30,State - Trunk Highway,,Yes,Driver,23,Female,St. Paul,55106,,,,,31,Male,Maplewood,55119,Yes,Suspected Minor Injury,Yes,,,,"(44.95295951, -93.08528582)",1,15,5
Bike,Yes,05/13/2016 01:30:00 PM,16-093167,Central District,Wabasha St S & Fillmore St,,,,City Street,,No,None,,,,,52,Male,St. Paul,55102,30,Female,Mounds View,55112,,,,No,None,No,"(44.93941249, -93.089484)",1,7,5
Pedestrian,Yes,01/28/2019 02:45:00 PM,19-019876,Central District,Idaho St W & Marion St,2,No,30,City,Driver struck child due to icy conditions was unable to stop.  Driver cited for failure to drive with due care.,Yes,Driver,4,Female,St. Paul,55104,,,,,29,Male,St. Paul,55106,Yes,Suspected Minor Injury,Yes,,,,"(44.99038926, -93.10967868)",1,3,3
Bike,Yes,03/05/2019 05:15:00 PM,19-045595,Central District,Rice St & University Ave W,2,Yes,30,County - State Aid Highway,"Driver stated she drove vehicle, westbound University Ave. W. when she made a left turn (southbound) on Rice St. Driver stated she had a green turn arrow and there were vehicles turning in front of her. Driver stated she saw bike come from the right of her (on University Ave. W. southbound rice, west part of the intersection) and continued riding towards the light rail tracks (south of the intersection) headed eastbound when the impact happened. driver stated the front of her vehicle hit the rear tire of the bicycle. Bikerjust stated he was bicycling on the sidewalk, crossed the crosswalk and was struck by a vehicle.",No,None,,,,,41,Male,Minneapolis,55411,26,Female,St. Paul,55101,,,,Yes,Possible Injury,Yes,"(44.95587364, -93.10601025)",1,10,7
Pedestrian,Yes,01/07/2019 05:40:00 PM,19-004811,Central District,11 St E & Jackson St,3,Yes,30,Municiapl State Aid,"Unit 1 was at the intersection of Jackson St/11 St. Unit 1 was traveling southbound on Jackson St and in the left turn lane to get on 11 St to merge onto I94E. The driver of the unit 1 said a yellow car was in front of him made a quick turn, which resulted in the driver not being able to see the crosswalk and the pedestrian crossing. Driver of unit 1 said he saw a pedestrian crossing the street and he braked. The driver of unit 1 said he struck the pedestrian&#39;s walker he was using resulting in the pedestrian to fall to the ground. The driver of unit 1 made sure the pedestrian was okay and called 911. The pedestrian was transported to Regions Hospital by the SPFD.At the time of this report the pedestrian did not appear to have any visible injuries, but he said he was in pain.There was no damage to unit 1.",No,None,58,Male,St. Paul,55101,,,,,56,Male,"Hudson, WI",54016,Yes,Possible Injury,Yes,,,,"(44.95288299, -93.09397143)",1,12,5
Pedestrian,Yes,02/15/2019 06:30:00 PM,19-033188,Western District,1450 University Ave W (Walmart),Parking Lot,No,10,Private,"Officers responded to 1450 University Ave West on a accident with injuries. Upon arrival, Officer spoke with the complainant who stated that she was struck on her left leg causing minor injuries. Officers went and spoke with the driver of vehicle 1 (MN 622RLR - TOYOTA CAMRY) who stated that he was attempting to park his vehicle in the handicap parking spot when he drove forward and struck the complainant on her left leg.",No,None,57,Female,Robbinsdale,55422,,,,,52,Male,Watson,56295,Yes,Possible Injury,No,,,,"(44.95553866, -93.16542626)",1,17,7
Pedestrian,Yes,02/25/2019 09:10:00 AM,19-039433,Eastern District,Edgerton St & Jenks,2,No,30,City,P1 stated she was standing next to her vehicle waiting for traffic to pass before entering the vehicle. P1 said V1 drove by and struck her left arm with the passenger side mirror of V1. P1 stated the vehicle then drove off without stopping.P1 stated she would self transport to Occupational health to be evaluated for injuries per her workplace policy.V1 is unknown.See packet writer report under same CN for more information.,No,None,47,Female,St. Paul,55106,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.97112099, -93.07635712)",1,13,3
Ped2,,08/03/2018 09:16:01 PM,18-173988,,,,,,,2nd pedestrian from this crash,,,18,Male,St. Paul,55102,,,,,,,,,Yes,Suspected Minor Injury,No,,,,,1,,
Pedestrian,Yes,01/24/2019 02:50:00 PM,19-017235,Western District,Moore St & Merriam,2,No,30,City,Driver slid on ice and hit pedestrian at low speeds.  Investigator cited drier for no insurance.,Yes,Driver,19,Female,Shoreview,55403,,,,,40,Male,Farmington,55024,Yes,Suspected Minor Injury,Yes,,,,"(44.95095326, -93.18409925)",1,17,4
Pedestrian,Yes,02/22/2019 10:40:00 PM,19-038074,Central District,7 St W & Tuscarora,3,No,30,State - Trunk Highway,UNIT 1 was driving west bound on 7th Street West near the intersection of 7th/ Tuscarora. UNIT 2 attempted to cross 7th Street from the south sidewalk to the north side walk. UNTI 2 was not in a marked crosswalk and was struck but UNIT 1.,No,None,24,Male,West St. Paul,55118,,,,,47,Female,Minneapolis,55417,Yes,Suspected Minor Injury,No,,,,"(44.92324543, -93.13335388)",1,11,5
Pedestrian,Yes,01/02/2019 07:00:00 PM,19-001218,Eastern District,7 St E & Bates Ave,4,Stop Sign,30,State - Trunk Highway,Driver was turning EB onto 7th from Bates and struck a pedestrian in the crosswalk.,Yes,Driver,38,Female,St. Paul,55106,,,,,21,Female,St. Paul,55106,Yes,Possible Injury,Yes,,,,"(44.9588604, -93.07248976)",1,15,2
Bike,Yes,03/19/2019 04:45:00 PM,19-055998,Eastern District,White Bear Ave N & Nebraska,4,No,30,County - State Aid Highway,V1 NB in lane 2 on White Bear Avenue. D1 stated B1 came out of no where and he had no time to stop. D1 stated the front driver side of his vehicle struck B1 causing him to fall to the ground.B1 stated he was waiting at the stop sign on Nebraska to cross White Bear Avenue when traffic stopped. B1 stated a vehicle in lane 1 of northbound White Bear Avenue stopped and waved him across. B1 stated he thought the other vehicles were going to stop now and began to cross the street. B1 was knocked from his bicycle by V1.B1 sustained several lacerations to his head and arms.,No,None,,,,,47,Male,St. Paul,55106,56,Male,Columbia Heights,55421,Yes,Suspected Minor Injury,Yes,,,,"(44.98661334, -93.02525894)",1,14,1
Pedestrian,Yes,03/11/2019 05:16:00 PM,19-049976,Western District,Selby Ave & Grotto,2,No,30,City,"Officers spoke to witnesses who stated Driver was traveling n/b on Grotto Street and turned right, e/b towards Selby Avenue at the intersection and struck Ped.  Ped was transported by St. Paul Medics for non life threaten injuries.",No,None,61,Female,St. Paul,55102,,,,,,Unknown,Unknown,Unknown,Yes,Suspected Serious Injury,Yes,,,,"(44.94660837, -93.13134867)",1,9,7
Bike,Yes,01/10/2019 04:55:00 PM,19-007140,Central District,Rice St N & Nebraska,2,Yes,30,City,Driver struck biker who was riding against traffic.  Conflicting information about exact details and no independent witnesses.,No,None,,,,,37,Male,Roseveille,55113,59,Male,St. Paul,55117,,,,Yes,Possible Injury,No,"(44.98642523, -93.10599607)",1,3,3
Pedestrian,Yes,01/05/2019 12:14:00 PM,19-003366,Eastern District,Maryland Ave E & Hazelwood St,4,Yes,30,County - State Aid Highway,"Pedestrian was crossing Maryland, N/B in the Eastern most crosswalk of Hazelwood, on the green light.  Vehicle #1 was S/B on Hazelwood, making a left turn, said he was blinded by the sun, did not see the pedestrian and bumped her, knocking her over.The pedestrian was checked my SPFD Medic 9, Run #614.  She complained of a knee injury, but declined transport. Driver #1 was issued a citation for failure to yield to a pedestrian in a crosswalk.",Yes,Driver,23,Female,St. Paul,55106,,,,,39,Male,Coon Rapids,55433,Yes,Suspected Minor Injury,No,,,,"(44.97749864, -93.03543948)",1,14,1
Pedestrian,Yes,03/19/2019 05:39:00 AM,19-055604,Eastern District,Payne Ave & Phalen,4,Yes,30,Municiapl State Aid,"Ped was WB Phalen Blvd approaching Payne Ave having the green light. Pedestrian was walking out in the middle of traffic, looking at his phone. Pedestrian was struck by VH1. Pedestrian was transported to Regions hospital. Pedestrian sustained minor injuries. Photos were taken at the scene and photos were taken at the hospital.",No,None,32,Male,St. Paul,55119,,,,,49,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,,,,"(44.96604675, -93.07359417)",1,13,1
Pedestrian,Yes,02/06/2019 07:38:00 PM,19-026558,Western District,University Ave W & Pascal St,4,Yes,30,County - State Aid Highway,"Unit 1 stated she was driving w/b on University Avenue West and Pascal Street North when she noticed Unit 2 was attempting to cross the street. Unit 1 stated she stopped her vehicle; however, due to the icy condition road her vehicle slide and struck Unit 2.  Unit 2 stated she was attempted to cross over the street of University Avenue West and Pascal Street North when she noticed Unit 1 slide and struck her.  Unit 1 transported Unit 2 to Regions Hospital where she was treated for her injuries.",No,None,74,Female,Minneapolis,55404,,,,,30,Female,Minneapolis,55404,Yes,Suspected Minor Injury,Yes,,,,"(44.95553408, -93.16197474)",1,17,7
Pedestrian,Yes,03/08/2019 09:11:00 AM,19-047562,Western District,Prior Ave S & Randolph Ave,Parking Lot,No,10,Private,Driver was traveling north through the parking lot at this St. Catherines College. Pedestrian was walking west in front of Driver.  Driver and the Pedestrian collided.No damages to vehicle observed.The Pedestrian stated they obtained an injured back and right leg. The Pedestrian was transported to a hospital for their injuries.No citations issued.,No,None,21,Female,Eagan,55122,,,,,31,Male,St. Paul,55104,Yes,Possible Injury,Yes,,,,"(44.92697342, -93.18227082)",1,6,6
Pedestrian,Yes,03/15/2019 09:30:00 PM,19-055200,Western District,Hamline Ave N & University Ave W,4,No,30,Municiapl State Aid,pedestrian walking across the street from the Herbergers parking lot to  the target parking. He stated he was on the phone when he was struck by a vehicle. He stated he had no information about the person or the vehicle.,No,None,58,Male,St. Paul,55104,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,No,,,,"(44.95390303, -93.15691712)",1,17,7
Pedestrian,Yes,03/14/2019 01:00:00 PM,19-051997,Central District,7 Pl & Robert,2,Yes,30,Municiapl State Aid,Driver  East bound on 7th place approaching Robert street.  Driver turned left and struck pedestrian.  Driver may have been distracted by a cellphone.,No,None,54,Female,Inver Grove Heights,55076,,,,,38,Male,Coon Rapids,55433,Yes,Possible Injury,No,,,,"(44.949004, -93.092385)",1,12,5
Pedestrian,Yes,02/26/2019 03:45:00 PM,19-040947,Western District,Snelling Ave S & St Clair Ave,2,Yes,30,Municiapl State Aid,"Unit 2 stated he was hit by unit 1 the day before (02/26/2019). Unit 2 stated he was walking on the side walk when two men startled him. Unit 2 stated he decided to walk in the flow of traffic to avoid the males and was struck from behind, fell and hit his head. Unit 2 stated he did not loose consciousness. Officers noted there were no visible injuries. Unit 2 did not give a reason why he did not call the police when the incident happened. Unit 1 did stop and exchange insurance information with Unit 2. Officers did not receive insurance information from unit 1 due to the accident happening the day before officers were called.",No,None,64,Male,Landfall,55128,,,,,71,Male,St. Paul,55105,Yes,Suspected Minor Injury,No,,,,"(44.93423379, -93.16691108)",1,5,6
Pedestrian,Yes,01/16/2019 12:00:00 PM,19-011516,Central District,7 St E & Wall St,4,Yes,30,State - Trunk Highway,Hit and Run crash involving a pedestrian.  Serious injuries.  Investigation revealed who the driver was.  Driver charged with several offenses.,Yes,Driver,55,Male,St. Paul,55101,,,,,64,Male,St. Paul,55101,Yes,Suspected Serious Injury,Yes,,,,"(44.95150931, -93.0873865)",1,12,5
Pedestrian,Yes,03/07/2019 09:29:00 PM,19-047312,Western District,Snelling Ave S & Osceola,2,Stop Sign,30,City,"Driver of Veh 1 stated he was SB Snelling , making a left turned onto Osceola going eastbound. He observed a vehicle coming north on Snelling Ave S and he sped up trying to make the turn. As he was turning he observed a pedestrian/victim, walking south on the east side sidewalk inside the crosswalk. Driver of Veh 1 tried to brake but he slid and struck the William with the front of his vehicle. Pedestrian stated he was walking on the east side of Snelling Ave S and coming to Osceola Ave going south. As he was walking across the crosswalk to the south side of Osceola Ave, Veh 1 made a left turned and struck him. He was struck on the front side of his body. Driver of Veh 1 was cited for failing to yield to a pedestrian in a crosswalk.",Yes,Driver,54,Male,St. Paul,55105,,,,,56,Male,St. Paul,55105,Yes,Possible Injury,No,,,,"(44.93600585, -93.1669028)",1,5,6
Pedestrian,Yes,03/21/2019 06:04:00 AM,19-057279,Central District,John Ireland & Kellogg,4,Yes,30,Municiapl State Aid,driver struck pedestrian #1 in the intersection of John Ireland and Kellogg Ave. Unit #1 was heading south bound on Kellogg Blvd W crossing through the intersection at John Ireland Blvd.,No,None,53,Male,North St. Paul,55109,,,,,47,Male,Stillwater,55082,Yes,FATAL,Yes,,,,"(44.94896023, -93.10724059)",1,12,5
Pedestrian,Yes,01/09/2019 01:48:00 AM,19-003856,Central District,Cedar St & 6th St,2,Yes,30,Municiapl State Aid,"On 1-6-2019 at 0148 hours, Officers responded to an accident with injuries at 480 Cedar Ave (Hunan Garden). Off-Duty officer reported that  a female was struck by a vehicle. Upon arrival, Officers observed a vehicle with severe front end damage that hit a business building and one pedestrian. V-1 also struck a transit circuit braker that was near the building. V-1 was immediately apprehended and taken to the Hospital for blood drawl. V-2 complained of leg pain. V-2 was transported to Regions where she was treated for her injuries. Dr.&#39;s at Regions stated V-2 did not sustain any injuries. V-1 was booked at the LEC for Felony DWI.",Yes,Driver,37,Female,Minneapolis,55407,,,,,29,Male,South St. Paul,55075,No,None,No,,,,"(44.94715479, -93.09398042)",1,12,5
Pedestrian,Yes,03/18/2019 02:55:00 PM,19-055208,Central District,I35E Fwy & Randolph,2,Yes,30,State - Trunk Highway,"Driver #1  e/b on Randolph, and made a left turn to N/B Hwy 35E on a green light.  Driver did not see the pedestrian in the cross walk until she hit her.Driver #1 was issued a citation #620906224167 Failure to yield to pedestrian in cross walk.",Yes,Driver,13,Female,St. Paul,55102,,,,,26,Female,Little Canada,55117,Yes,Possible Injury,Yes,,,,"(44.92697567, -93.14450371)",1,11,5
Pedestrian,Yes,01/11/2019 06:15:00 AM,19-007500,Central District,Maryland Ave E & I35E Freeway,4,Yes,30,County - State Aid Highway,"Upon arrival, V-1 state he was driving E/B on Maryland turning right S/B onto 35E south. He did not notice a pedestrian crossing going W/B he struck the pedestrian. Pedestrian initially walked away refusing medical attention.  V-1's vehicle sustained minor damages to the windshield. Pedestrian stated he was crossing at the intersection. As he walked across he noticed V-1 driving at high speeds. He was struck landing on his head or neck.",No,None,37,Male,St. Paul,55103,,,,,24,Male,St. Paul,55106,Yes,Possible Injury,No,,,,"(44.97692878, -93.08902399)",1,3,3
Pedestrian,Yes,02/19/2019 08:55:00 AM,19-035408,Eastern District,Arcade St & Maryland Ave E,4,Yes,30,County - State Aid Highway,"Driver was SB Arcade, made left to EB Maryland and struck pedestrian who was in crosswalk.",No,None,18,Male,St. Paul,55130,,,,,62,Male,Minneapolis,55412,Yes,Suspected Minor Injury,Yes,,,,"(44.9775092, -93.06595693)",1,13,1
Pedestrian,Yes,01/20/2019 02:50:00 PM,19-014545,Western District,2121 Ford Pkwy (Lund's Parking Lot),Parking Lot,No,10,Private,Unit # 1 told us that she was in the parking lot at 2128 Ford Parkway when she was going into a parking spot and hit a pedestrian. The pedestrian suffered from a broken ankle and was transported by medics.,No,None,63,Female,St. Paul,55116,,,,,65,Female,Minneapolis,55406,Yes,Suspected Minor Injury,Yes,,,,"(44.91431234, -93.18990873)",1,6,6
Pedestrian,Yes,01/05/2019 08:33:00 PM,19-003681,Eastern District,7 St E & Eichenwald,4,No,30,State - Trunk Highway,Unit1 was driving Eastbound on East 7th St towards Eichenwald St. The driver of Unit1 observed Unit2 crossing the walkway on foot with a walker. Unit1 swerved his vehicle and hit the walker device of the elderly pedestrian (Unit2). The Pedestrian was not hit. Only the pedestrian&#39;s walker device. The driver of Unit1 was issued a citation for failing to yield to a pedestrian. No injuries.,Yes,Driver,61,Male,St. Paul,55104,,,,,68,Male,St. Paul,55106,No,None,No,,,,"(44.9602622, -93.06947309)",1,15,2
Pedestrian,Yes,01/04/2019 04:13:00 PM,19-002772,Western District,University Ave W & Victoria St,Alley,No,10,City,Pedestrian got out of her vehicle and was struck by another vehicle in the alley.,Yes,Driver,30,Female,St. Paul,55104,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.9558973, -93.13545659)",1,10,7
Bike,Yes,10/17/2017 05:09:00 PM,17-245093,Central District,Como Ave W & Farrington St,2,Yes,30,City,"Driver parked vehicle in a bike lane and exited the car, striking a biker who was legally riding in the lane.  Driver cited for unsafe opening of car door.",Yes,Driver,,,,,39,Male,Roseville,55113,43,Male,Vadnais Heights,55109,,,,Yes,Possible Injury,No,"(44.96275, -93.112566)",1,10,7
Pedestrian,No,04/22/2017 01:17:00 PM,17-088348,Western District,Dale St N & Thomas Ave,4,Yes,30,County - State Aid Highway,waiting on report,No,None,,Unknown,Unknown,Unknown,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,"(44.959336, -93.126371)",1,10,7
